Customer ID,Recency,Frequency,Monetary,Segment
13466.0,43,4,261016.50000000003,High
13468.0,3,38,2838099.8,Top
13469.0,288,1,30488.000000000004,Low
13472.0,98,2,219128.80000000002,Medium
13473.0,209,6,826994.3999999999,Top
13474.0,78,2,155307.5,Medium
13476.0,41,3,304510.0,High
13477.0,90,5,504898.3,High
13478.0,104,5,819838.6000000001,Top
13479.0,87,2,203655.4,Medium
13480.0,51,2,232293.40000000002,Medium
13481.0,9,6,749723.6,Top
13482.0,262,1,56036.49999999999,Low
13484.0,18,2,176460.4,Medium
13485.0,11,10,949042.6,Top
13487.0,140,2,100443.90000000001,Low
13488.0,2,11,2449240.9,Top
13490.0,289,1,57072.5,Low
13491.0,7,18,1239773.8,Top
13495.0,3,6,1231874.3,Top
13497.0,3,5,359743.6,High
13498.0,365,1,121130.59999999999,Medium
13500.0,36,1,110826.09999999999,Low
13501.0,121,2,571572.2999999999,High
13502.0,50,2,180745.0,Medium
13503.0,114,5,607684.3,High
13506.0,4,4,436851.60000000003,High
13508.0,277,1,65149.59999999999,Low
13509.0,142,1,49950.0,Low
13510.0,10,7,1023690.1,Top
13511.0,311,1,104621.2,Low
13512.0,22,3,171006.6,Medium
13513.0,76,2,229211.30000000002,Medium
13514.0,63,3,245569.00000000003,Medium
13515.0,84,2,138639.0,Medium
13516.0,52,1,109464.50000000001,Low
13519.0,77,1,81570.2,Low
13520.0,6,6,1215468.5,Top
13523.0,1,2,420556.80000000005,High
13526.0,373,2,437340.0,High
13527.0,53,5,850604.1,Top
13530.0,269,1,149102.59999999998,Medium
13531.0,1,5,464246.4,High
13534.0,14,10,684803.4,Top
13535.0,37,1,33115.0,Low
13537.0,60,2,265604.5,High
13538.0,31,5,674243.6,Top
13539.0,55,4,347067.39999999997,High
13540.0,102,3,233984.3,Medium
13541.0,62,2,290542.5,High
13542.0,11,17,1465011.3,Top
13543.0,269,2,532655.7000000001,High
13544.0,46,4,190231.8,Medium
13545.0,25,2,135024.1,Medium
13546.0,17,2,172105.5,Medium
13547.0,43,1,61819.600000000006,Low
13548.0,106,1,82613.6,Low
13549.0,22,1,32411.999999999996,Low
13550.0,18,1,126743.5,Medium
13551.0,301,1,56387.99999999999,Low
13552.0,63,10,1187274.5,Top
13553.0,309,1,184852.0,Medium
13554.0,15,7,602859.5,High
13555.0,13,9,1773395.2,Top
13556.0,64,2,74303.4,Low
13557.0,50,11,905833.9999999999,Top
13559.0,147,2,366300.0,High
13561.0,32,10,614769.7999999999,High
13562.0,36,5,1124374.5,Top
13564.0,3,35,5664829.5,Top
13565.0,46,1,64594.59999999999,Low
13566.0,69,3,307751.2,High
13567.0,63,4,399337.3,High
13569.0,2,3,184163.80000000002,Medium
13571.0,17,14,905878.4,Top
13573.0,14,4,227279.9,Medium
13574.0,46,1,149646.5,Medium
13576.0,8,11,1788728.0000000002,Top
13577.0,17,7,666621.6,Top
13578.0,44,1,54634.2,Low
13579.0,4,4,396640.0,High
13580.0,41,1,39867.5,Low
13581.0,49,1,60136.1,Low
13582.0,24,2,89421.6,Low
13583.0,314,1,245680.37,Medium
13584.0,133,2,90021.0,Low
13585.0,165,3,253279.8,Medium
13586.0,176,1,47093.6,Low
13587.0,84,3,355607.0,High
13589.0,84,4,274203.3,High
13590.0,10,12,1611024.4,Top
13591.0,70,4,361419.7,High
13593.0,22,9,1288121.7,Top
13594.0,120,1,50449.50000000001,Low
13595.0,151,3,290257.60000000003,High
13597.0,35,2,146782.69999999998,Medium
13598.0,130,4,222710.4,Medium
13599.0,1,14,1855165.2,Top
13600.0,269,1,110592.99999999999,Low
13601.0,27,2,172667.9,Medium
13602.0,16,3,220623.59999999998,Medium
13604.0,293,1,265519.4,High
13605.0,22,2,193387.9,Medium
13607.0,37,1,148111.0,Medium
13608.0,175,1,85858.5,Low
13609.0,228,1,61919.5,Low
13610.0,22,7,377910.6,High
13611.0,9,7,793106.1000000001,Top
13612.0,267,1,302767.3,High
13613.0,87,5,384744.50000000006,High
13614.0,28,2,276493.6,High
13615.0,34,7,2166290.8000000003,Top
13616.0,203,2,105024.50000000001,Low
13617.0,43,5,271790.9,High
13619.0,179,2,83227.8,Low
13620.0,163,1,41565.8,Low
13622.0,331,1,243811.50000000003,Medium
13623.0,15,5,667968.4,Top
13624.0,23,1,170969.6,Medium
13625.0,231,1,111466.2,Low
13626.0,14,1,166429.7,Medium
13627.0,123,2,224749.09999999998,Medium
13628.0,311,1,114751.79999999999,Medium
13629.0,48,8,2064045.0,Top
13632.0,29,3,564945.6000000001,High
13634.0,9,11,1289971.7,Top
13635.0,77,3,713408.1,Top
13639.0,71,1,115784.1,Medium
13640.0,246,1,149850.0,Medium
13641.0,275,5,376093.9,High
13642.0,67,3,59170.399999999994,Low
13643.0,17,7,605812.1,High
13646.0,34,2,120712.5,Medium
13647.0,129,4,515617.19999999995,High
13648.0,35,8,652687.4,Top
13649.0,1,5,482805.60000000003,High
13650.0,9,4,537114.2000000001,High
13651.0,16,1,49080.5,Low
13652.0,3,3,546034.9,High
13653.0,122,1,56313.99999999999,Low
13654.0,15,5,1332247.9000000001,Top
13655.0,9,4,498589.8,High
13656.0,134,2,258704.00000000003,Medium
13658.0,18,4,1252942.0999999999,Top
13659.0,51,10,1229021.5999999999,Top
13660.0,35,1,113456.79999999999,Low
13661.0,238,1,120338.8,Medium
13662.0,20,8,500369.49999999994,High
13663.0,15,4,687474.7999999999,Top
13665.0,21,3,633314.2,High
13666.0,55,2,16002.5,Low
13668.0,18,14,2456300.5,Top
13669.0,42,1,72150.0,Low
13671.0,29,1,63862.0,Low
13672.0,365,1,86406.1,Low
13674.0,67,1,89051.6,Low
13676.0,174,2,90243.0,Low
13677.0,39,2,203958.80000000002,Medium
13679.0,128,3,104066.2,Low
13680.0,106,8,2849203.5,Top
13683.0,92,1,95682.00000000001,Low
13684.0,25,3,196007.5,Medium
13686.0,15,2,124704.8,Medium
13687.0,73,1,4395910.8,Top
13688.0,270,1,138935.0,Medium
13689.0,79,1,129315.0,Medium
13691.0,31,1,78728.6,Low
13692.0,43,2,601649.6,High
13693.0,9,9,744373.4,Top
13694.0,8,94,48633980.300000004,Top
13695.0,212,1,98642.00000000001,Low
13696.0,56,3,747548.0,Top
13698.0,231,2,167140.1,Medium
13699.0,185,1,168560.9,Medium
13700.0,52,3,128885.79999999999,Medium
13701.0,81,1,59570.0,Low
13702.0,80,1,50016.600000000006,Low
13703.0,50,1,120642.2,Medium
13705.0,8,5,489683.9,High
13706.0,261,1,111140.59999999999,Low
13707.0,64,3,946996.4999999999,Top
13709.0,81,5,467569.0,High
13710.0,58,2,121744.8,Medium
13711.0,41,7,569874.0,High
13712.0,245,1,198904.6,Medium
13713.0,43,3,274081.2,High
13714.0,100,1,59699.5,Low
13715.0,7,13,2718871.0,Top
13717.0,92,2,117767.3,Medium
13719.0,28,6,644318.0,Top
13721.0,30,1,80437.99999999999,Low
13722.0,55,7,1206200.0,Top
13723.0,27,5,367865.10000000003,High
13724.0,272,1,78813.7,Low
13727.0,246,6,274047.9,High
13728.0,22,10,680441.1,Top
13729.0,70,3,268150.10000000003,High
13733.0,45,2,180201.1,Medium
13734.0,143,4,2477405.3000000003,Top
13735.0,11,9,2545315.1,Top
13736.0,60,5,748387.9,Top
13738.0,31,1,160868.6,Medium
13739.0,162,1,27861.0,Low
13740.0,50,4,455847.39999999997,High
13745.0,181,1,176608.4,Medium
13746.0,48,1,65375.299999999996,Low
13747.0,8,2,62825.99999999999,Low
13748.0,8,5,488436.99999999994,High
13750.0,15,6,723320.4,Top
13752.0,162,1,149646.50000000003,Medium
13753.0,233,3,500724.69999999995,High
13754.0,72,1,60846.50000000001,Low
13756.0,2,10,1479715.1,Top
13757.0,309,1,72353.5,Low
13758.0,1,10,2303779.1,Top
13760.0,39,3,398434.49999999994,High
13761.0,137,4,326162.39999999997,High
13762.0,228,4,801331.2000000001,Top
13763.0,52,2,1295917.6,Top
13764.0,204,3,518074.0,High
13765.0,288,1,130543.77,Medium
13766.0,130,1,70429.5,Low
13767.0,4,39,6778462.9,Top
13768.0,361,2,324108.9,High
13769.0,2,11,1111446.7000000002,Top
13770.0,57,4,290586.9,High
13771.0,168,5,1144916.9,Top
13772.0,35,5,731634.3,Top
13773.0,31,2,111569.8,Low
13775.0,225,1,388374.2,High
13776.0,63,2,230872.6,Medium
13777.0,1,37,11285466.200000001,Top
13778.0,126,3,349942.3,High
13779.0,150,1,59618.1,Low
13780.0,42,1,137662.2,Medium
13781.0,227,2,240866.30000000002,Medium
13782.0,88,7,324571.4,High
13783.0,122,4,570573.2999999999,High
13784.0,69,3,165552.8,Medium
13785.0,63,4,200721.30000000002,Medium
13786.0,2,6,1157356.2999999998,Top
13787.0,93,4,337980.2,High
13788.0,140,1,1387.5,Low
13789.0,23,1,88600.2,Low
13792.0,57,1,69708.0,Low
13793.0,281,1,35520.0,Low
13794.0,181,1,46631.1,Low
13795.0,23,4,309431.0,High
13796.0,134,1,107189.0,Low
13797.0,71,3,436396.5,High
13798.0,7,54,14312717.399999999,Top
13799.0,79,7,782442.7000000001,Top
13800.0,65,2,414858.8,High
13802.0,9,16,8014085.3,Top
13803.0,66,2,392880.8,High
13804.0,70,2,211910.1,Medium
13807.0,2,3,156214.0,Medium
13809.0,29,2,194120.5,Medium
13813.0,162,4,517485.69999999995,High
13814.0,162,1,250934.00000000003,Medium
13815.0,41,4,1275900.6,Top
13818.0,64,1,22673.600000000002,Low
13819.0,304,3,555740.0,High
13820.0,53,3,241517.5,Medium
13821.0,28,4,367572.80000000005,High
13823.0,15,5,904942.2999999999,Top
13824.0,14,7,597853.4,High
13825.0,256,2,94568.3,Low
13829.0,56,1,37740.0,Low
13830.0,216,1,58034.50000000001,Low
13831.0,4,13,1774183.3,Top
13832.0,57,1,206345.3,Medium
13833.0,39,1,117127.2,Medium
13834.0,211,2,119950.3,Medium
13835.0,154,3,96459.0,Low
13836.0,34,2,229536.9,Medium
13838.0,4,7,460986.7,High
13839.0,121,1,51781.50000000001,Low
13840.0,51,1,241018.0,Medium
13842.0,1,10,830387.2999999999,Top
13843.0,16,1,118307.5,Medium
13846.0,34,1,163810.1,Medium
13847.0,354,1,114966.40000000001,Medium
13848.0,1,6,769600.0,Top
13849.0,32,3,714599.5,Top
13851.0,14,5,723350.0,Top
13852.0,245,1,69319.50000000001,Low
13854.0,0,15,1533442.7999999998,Top
13855.0,135,4,484825.80000000005,High
13856.0,98,8,278806.1,High
13857.0,28,6,370373.7,High
13859.0,164,1,116439.0,Medium
13861.0,64,2,101106.2,Low
13862.0,24,1,128290.1,Medium
13863.0,100,3,345494.89999999997,High
13864.0,21,1,245088.00000000003,Medium
13869.0,16,6,1817891.4000000001,Top
13870.0,22,7,1088221.8,Top
13871.0,63,4,548562.0,High
13872.0,162,3,340240.9,High
13873.0,18,5,240248.40000000002,Medium
13874.0,139,6,558219.0,High
13875.0,22,9,1120204.5999999999,Top
13877.0,105,2,123002.8,Medium
13878.0,182,3,423772.1,High
13879.0,280,1,146335.0,Medium
13880.0,2,5,433599.30000000005,High
13881.0,10,23,10367244.600000001,Top
13883.0,38,10,1437649.8,Top
13884.0,11,5,383849.10000000003,High
13888.0,39,5,520190.4,High
13889.0,17,5,582502.1000000001,High
13890.0,9,4,386120.89999999997,High
13891.0,13,3,317907.7,High
13892.0,112,2,234831.59999999998,Medium
13895.0,150,2,523716.5,High
13896.0,260,1,143763.5,Medium
13897.0,73,2,314337.19999999995,High
13898.0,46,1,196273.90000000002,Medium
13900.0,24,3,321766.8,High
13901.0,9,10,1039381.7999999999,Top
13902.0,267,5,12615246.200000001,Top
13903.0,35,1,61216.50000000001,Low
13905.0,367,1,115680.49999999999,Medium
13906.0,44,1,15540.0,Low
13907.0,326,1,50616.00000000001,Low
13909.0,58,2,104654.50000000001,Low
13911.0,14,11,612009.6,High
13912.0,58,1,46231.5,Low
13913.0,141,1,15621.4,Low
13915.0,29,1,26196.000000000004,Low
13916.0,98,4,472049.69999999995,High
13919.0,59,2,361071.9,High
13920.0,66,4,656631.6,Top
13921.0,37,4,270359.0,High
13922.0,72,2,256391.50000000003,Medium
13927.0,72,1,132929.9,Medium
13929.0,51,9,981036.4999999999,Top
13931.0,27,9,1487344.5,Top
13935.0,231,3,2263260.4,Top
13936.0,17,2,208339.6,Medium
13937.0,37,1,266873.6,High
13939.0,66,4,367191.7,High
13941.0,7,11,2223455.8000000003,Top
13942.0,169,1,118400.0,Medium
13943.0,212,1,91219.8,Low
13944.0,288,1,74159.1,Low
13945.0,29,2,316035.5,High
13946.0,11,3,486424.2,High
13948.0,46,3,165301.19999999998,Medium
13952.0,15,12,3541806.5000000005,Top
13953.0,44,5,1156250.0,Top
13955.0,10,1,81810.7,Low
13957.0,52,3,169552.5,Medium
13958.0,14,8,1742415.1,Top
13959.0,34,3,174170.1,Medium
13961.0,27,1,199208.0,Medium
13962.0,70,1,71502.5,Low
13963.0,2,14,868512.1,Top
13964.0,22,2,162393.0,Medium
13965.0,111,3,368745.7,High
13966.0,70,1,142176.19999999998,Medium
13967.0,31,1,31671.999999999996,Low
13968.0,58,1,45754.2,Low
13969.0,0,18,1578745.6,Top
13970.0,21,2,313223.5,High
13971.0,58,6,706444.7,Top
13974.0,217,1,97728.09999999999,Low
13975.0,28,6,1034209.2,Top
13976.0,141,3,308720.6,High
13977.0,46,1,192329.7,Medium
13979.0,28,6,928722.2,Top
13980.0,74,4,210411.59999999998,Medium
13981.0,50,1,122521.79999999999,Medium
13982.0,0,6,929099.6,Top
13983.0,1,10,1657533.4,Top
13984.0,1,8,417393.3,High
13985.0,9,7,1095470.1,Top
13987.0,14,2,252539.8,Medium
13988.0,18,2,225640.80000000002,Medium
13989.0,99,3,281192.60000000003,High
13992.0,15,2,52798.99999999999,Low
13993.0,14,10,1224459.5,Top
13995.0,14,9,928078.4,Top
13996.0,21,2,331431.2,High
13997.0,154,3,139290.19999999998,Medium
13998.0,81,3,209679.00000000003,Medium
13999.0,9,17,2072166.5,Top
14000.0,49,4,521951.60000000003,High
14001.0,8,7,920193.7000000001,Top
14003.0,367,1,77481.7,Low
14004.0,28,4,620049.7,High
14006.0,163,4,456757.60000000003,High
14007.0,147,1,29407.600000000002,Low
14008.0,67,1,188344.80000000002,Medium
14009.0,97,1,149591.0,Medium
14010.0,200,2,164705.5,Medium
14011.0,115,2,169393.4,Medium
14013.0,15,2,226273.50000000003,Medium
14014.0,11,2,533921.1,High
14016.0,31,7,2613014.0,Top
14017.0,206,1,85007.5,Low
14018.0,280,1,135845.5,Medium
14020.0,111,2,224297.7,Medium
14021.0,9,4,401331.60000000003,High
14022.0,121,1,130295.50000000001,Medium
14024.0,25,1,117674.8,Medium
14025.0,99,8,1501423.0,Top
14026.0,105,2,263850.7,High
14028.0,185,3,3846705.0,Top
14030.0,1,14,2160600.2,Top
14031.0,0,27,8744106.4,Top
14032.0,1,6,693631.6,Top
14033.0,190,1,40492.799999999996,Low
14035.0,41,4,505690.10000000003,High
14037.0,113,4,255207.5,Medium
14038.0,32,2,558515.0,High
14039.0,210,1,42579.600000000006,Low
14040.0,21,23,3316491.3,Top
14042.0,360,1,159832.6,Medium
14043.0,126,2,111962.00000000001,Low
14044.0,53,6,899573.6000000001,Top
14045.0,8,13,3571713.5999999996,Top
14047.0,7,10,1090175.4000000001,Top
14048.0,17,2,125341.2,Medium
14049.0,22,9,2754531.6,Top
14051.0,1,15,2510083.7,Top
14052.0,25,1,89281.0,Low
14053.0,32,2,115458.5,Medium
14055.0,212,2,294268.39999999997,High
14057.0,16,5,789950.0,Top
14058.0,97,2,173600.3,Medium
14060.0,1,13,1250104.2,Top
14061.0,142,3,339449.10000000003,High
14062.0,9,12,5594696.0,Top
14063.0,73,9,8402774.0,Top
14064.0,65,10,712583.0,Top
14065.0,24,3,329677.39999999997,High
14068.0,238,3,462821.9,High
14069.0,149,2,83549.7,Low
14070.0,319,1,118992.00000000001,Medium
14072.0,301,1,144614.5,Medium
14074.0,258,1,81177.99999999999,Low
14075.0,38,3,293265.7,High
14077.0,30,1,42794.2,Low
14078.0,8,4,236925.80000000002,Medium
14079.0,317,1,90143.09999999999,Low
14080.0,48,4,395929.6,High
14081.0,4,9,1616703.9000000001,Top
14082.0,27,1,85510.7,Low
14083.0,6,3,138121.0,Medium
14084.0,147,1,55685.0,Low
14085.0,3,16,2074749.1,Top
14086.0,97,1,14781.500000000002,Low
14087.0,39,2,236060.0,Medium
14088.0,41,3,5011646.3,Top
14091.0,289,2,3526129.6,Top
14092.0,9,10,1166439.8,Top
14094.0,74,1,115354.9,Medium
14095.0,357,1,1091.5,Low
14097.0,116,2,156458.19999999998,Medium
14099.0,10,9,979293.8,Top
14101.0,23,7,1474501.8,Top
14104.0,24,3,195108.39999999997,Medium
14105.0,43,4,1747362.0000000002,Top
14106.0,372,1,79476.0,Low
14107.0,83,4,804405.9,Top
14108.0,366,2,165408.5,Medium
14110.0,70,21,2702776.0,Top
14112.0,86,6,1080192.8,Top
14113.0,10,12,1943310.3000000003,Top
14114.0,30,5,361697.2,High
14115.0,136,2,230387.90000000002,Medium
14118.0,63,1,169626.5,Medium
14119.0,10,2,67846.90000000001,Low
14122.0,41,3,134095.4,Medium
14123.0,368,1,161386.6,Medium
14126.0,79,1,172542.1,Medium
14127.0,15,3,440436.9,High
14128.0,186,1,106082.7,Low
14129.0,34,4,542967.6,High
14130.0,10,3,509808.19999999995,High
14131.0,283,1,62241.4,Low
14133.0,368,1,113035.0,Low
14134.0,17,15,4115639.5,Top
14135.0,2,11,1832835.7,Top
14136.0,35,5,581199.7,High
14137.0,330,1,123099.0,Medium
14139.0,125,3,248262.6,Medium
14142.0,8,2,248395.80000000002,Medium
14144.0,121,1,11322.0,Low
14145.0,94,3,1427404.5,Top
14146.0,18,7,1945941.0,Top
14147.0,23,7,779516.0000000001,Top
14148.0,49,1,114363.30000000002,Medium
14151.0,308,2,251396.50000000003,Medium
14152.0,22,5,509138.5,High
14153.0,118,1,86358.0,Low
14154.0,16,6,1892579.5999999999,Top
14156.0,6,102,72723403.8,Top
14157.0,24,3,204906.00000000003,Medium
14159.0,14,9,1195266.5,Top
14160.0,245,7,3115943.9,Top
14161.0,4,5,807510.2000000001,Top
14163.0,97,1,55022.700000000004,Low
14166.0,140,2,92925.5,Low
14167.0,99,4,263329.0,High
14168.0,55,2,137066.5,Medium
14169.0,65,2,229958.69999999998,Medium
14170.0,10,3,210966.59999999998,Medium
14171.0,365,1,49950.0,Low
14172.0,240,3,136537.4,Medium
14173.0,276,2,50009.2,Low
14175.0,53,5,1648934.5999999999,Top
14176.0,2,2,125470.70000000001,Medium
14177.0,16,9,614285.1,High
14180.0,7,9,581170.1,High
14181.0,45,2,114089.50000000001,Medium
14182.0,78,4,251144.9,Medium
14183.0,46,2,102985.80000000002,Low
14186.0,62,5,573733.1000000001,High
14187.0,108,1,45695.0,Low
14189.0,3,2,429314.69999999995,High
14190.0,301,1,29563.000000000004,Low
14191.0,29,2,49173.0,Low
14192.0,23,1,108683.8,Low
14193.0,31,1,132016.0,Medium
14194.0,27,15,2708795.9,Top
14195.0,74,4,593332.0,High
14197.0,45,1,144318.5,Medium
14198.0,35,5,321282.10000000003,High
14199.0,58,3,335331.0,High
14200.0,252,1,140304.0,Medium
14201.0,44,3,165057.0,Medium
14202.0,16,3,313671.2,High
14203.0,32,1,125555.79999999999,Medium
14204.0,57,3,323461.4,High
14205.0,29,7,720575.0,Top
14206.0,23,2,317034.5,High
14207.0,322,1,58386.00000000001,Low
14208.0,186,1,153664.7,Medium
14209.0,20,9,1080340.8,Top
14210.0,6,11,1463601.6,Top
14211.0,46,9,799640.3,Top
14212.0,80,1,414274.19999999995,High
14213.0,39,1,441114.0,High
14215.0,3,4,601845.7,High
14216.0,49,1,114973.8,Medium
14217.0,1,7,522406.7,High
14219.0,44,2,201239.3,Medium
14220.0,202,2,326561.99999999994,High
14221.0,84,8,1141335.3,Top
14224.0,25,5,307832.60000000003,High
14225.0,69,4,751495.9,Top
14226.0,76,1,285025.8,High
14227.0,49,5,1116567.5,Top
14228.0,72,3,275835.0,High
14229.0,38,4,387330.8,High
14230.0,70,3,362526.0,High
14231.0,85,1,114666.70000000001,Medium
14233.0,100,3,533373.5,High
14235.0,133,4,582058.1,High
14236.0,7,4,463898.6,High
14237.0,8,2,174321.8,Medium
14238.0,297,2,106330.59999999999,Low
14239.0,66,10,696458.4,Top
14240.0,58,1,132145.5,Medium
14241.0,331,1,44400.0,Low
14243.0,0,8,1791643.5999999999,Top
14244.0,295,1,135575.4,Medium
14247.0,39,4,228212.3,Medium
14248.0,94,2,270236.9,High
14249.0,45,12,1998170.57,Top
14252.0,16,1,129866.3,Medium
14253.0,128,2,134458.0,Medium
14254.0,67,1,222381.09999999998,Medium
14255.0,181,1,370233.1,High
14256.0,126,3,551940.1,High
14257.0,15,4,1056250.1,Top
14258.0,30,16,7171103.2,Top
14260.0,106,3,304983.6,High
14263.0,58,1,119484.1,Medium
14264.0,14,4,437854.30000000005,High
14265.0,99,2,311972.89999999997,High
14266.0,63,1,15007.2,Low
14268.0,105,1,131294.5,Medium
14269.0,74,1,109420.1,Low
14271.0,44,1,37688.2,Low
14272.0,197,2,178654.5,Medium
14274.0,321,1,94942.00000000001,Low
14275.0,30,6,440070.6,High
14276.0,42,4,363687.80000000005,High
14277.0,46,6,4813555.7,Top
14278.0,44,1,76157.1,Low
14279.0,155,2,70988.20000000001,Low
14281.0,43,1,90705.5,Low
14282.0,2,11,1524518.4,Top
14283.0,98,4,232522.8,Medium
14284.0,288,1,260628.0,High
14285.0,148,4,508531.7,High
14286.0,39,4,1424873.7,Top
14290.0,48,3,814706.7,Top
14291.0,15,12,1487714.5,Top
14292.0,45,7,1611098.4,Top
14293.0,3,6,821906.8999999999,Top
14294.0,42,1,138875.8,Medium
14295.0,73,4,812782.7000000001,Top
14296.0,56,2,168868.0,Medium
14298.0,10,38,14676860.3,Top
14299.0,0,19,3897531.9000000004,Top
14301.0,51,3,500254.8,High
14302.0,65,3,274873.00000000006,High
14303.0,42,2,102837.8,Low
14304.0,14,2,496377.19999999995,High
14306.0,13,4,391489.60000000003,High
14307.0,8,5,767864.7,Top
14308.0,184,2,424397.39999999997,High
14309.0,48,2,528463.6,High
14310.0,67,1,182077.0,Medium
14311.0,202,1,76290.3,Low
14312.0,13,5,547119.0,High
14314.0,65,1,40626.00000000001,Low
14315.0,199,2,265175.30000000005,High
14316.0,57,5,507025.8,High
14318.0,95,1,58467.4,Low
14319.0,59,1,183094.5,Medium
14320.0,181,3,321515.2,High
14321.0,66,2,254304.7,Medium
14322.0,64,4,175417.0,Medium
14324.0,44,2,259595.7,Medium
14325.0,204,1,90827.6,Low
14326.0,98,2,280138.1,High
14327.0,17,5,585813.6,High
14328.0,73,1,164668.5,Medium
14329.0,10,8,1817580.6,Top
14330.0,258,1,74233.09999999999,Low
14332.0,16,2,398564.0,High
14334.0,60,4,653519.9,Top
14338.0,171,1,125755.59999999999,Medium
14339.0,63,1,114977.5,Medium
14341.0,55,10,845464.7999999999,Top
14342.0,67,2,92455.59999999999,Low
14343.0,56,4,399474.2,High
14344.0,2,14,904194.9,Top
14346.0,60,3,478842.9,High
14347.0,371,1,30561.999999999996,Low
14350.0,15,2,254967.0,Medium
14353.0,45,2,105782.99999999999,Low
14355.0,0,3,310818.5,High
14358.0,24,2,148022.2,Medium
14361.0,213,1,79442.7,Low
14363.0,37,2,84163.90000000001,Low
14365.0,29,2,234831.59999999998,Medium
14366.0,160,1,50320.0,Low
14369.0,277,2,173578.1,Medium
14370.0,85,6,435038.6,High
14372.0,78,2,318229.60000000003,High
14374.0,176,1,39960.0,Low
14375.0,85,2,322366.2,High
14376.0,318,1,79720.2,Low
14378.0,256,1,48562.5,Low
14379.0,28,2,339312.19999999995,High
14380.0,317,1,18115.2,Low
14381.0,86,1,156606.19999999998,Medium
14382.0,25,1,213911.8,Medium
14384.0,135,1,21645.0,Low
14388.0,7,9,1290619.2,Top
14389.0,59,3,316183.5,High
14390.0,7,5,640529.2000000001,Top
14391.0,211,1,50172.0,Low
14392.0,67,1,98567.99999999999,Low
14394.0,199,1,34706.0,Low
14395.0,7,12,1713359.0,Top
14396.0,6,6,588943.8,High
14398.0,36,2,261882.3,High
14399.0,29,8,780037.7000000001,Top
14400.0,43,2,428374.89999999997,High
14401.0,59,9,1015435.4,Top
14402.0,287,1,105672.00000000001,Low
14403.0,224,2,149739.0,Medium
14404.0,4,8,519494.8,High
14405.0,21,1,72150.0,Low
14408.0,106,4,556198.8,High
14409.0,3,5,627756.8,High
14410.0,11,2,566703.1000000001,High
14412.0,59,1,242779.19999999998,Medium
14413.0,45,3,238083.90000000002,Medium
14414.0,9,1,333869.5,High
14415.0,14,10,2266072.4000000004,Top
14417.0,22,1,194120.5,Medium
14419.0,17,1,75054.5,Low
14420.0,31,3,463110.50000000006,High
14421.0,147,4,612816.2,High
14422.0,9,13,2222915.6,Top
14423.0,72,2,241021.69999999998,Medium
14425.0,69,3,244714.3,Medium
14426.0,38,7,2681119.9000000004,Top
14427.0,129,2,333066.60000000003,High
14429.0,38,1,191023.59999999998,Medium
14430.0,146,3,451733.00000000006,High
14431.0,14,3,793220.8,Top
14433.0,100,1,103859.0,Low
14435.0,136,1,33455.4,Low
14436.0,188,1,67576.8,Low
14437.0,0,5,323135.8,High
14439.0,78,4,2509266.0,Top
14440.0,0,9,1583988.5,Top
14441.0,9,7,1072556.0,Top
14442.0,49,5,1397564.0,Top
14443.0,3,2,357519.89999999997,High
14444.0,91,1,44562.799999999996,Low
14445.0,90,1,82010.5,Low
14446.0,21,1,70274.1,Low
14447.0,35,1,202945.0,Medium
14449.0,7,5,575498.0,High
14450.0,14,4,238720.30000000002,Medium
14451.0,24,10,967468.6000000001,Top
14452.0,30,2,147963.0,Medium
14454.0,11,5,361601.0,High
14455.0,67,4,228556.40000000002,Medium
14458.0,15,1,84385.9,Low
14459.0,286,1,1308993.77,Top
14460.0,31,6,243889.19999999998,Medium
14461.0,17,10,1692324.5000000002,Top
14462.0,67,1,97028.8,Low
14463.0,134,1,95071.5,Low
14464.0,203,2,41070.0,Low
14465.0,63,8,1068341.7000000002,Top
14466.0,7,7,878565.0,Top
14467.0,24,8,594582.6,High
14468.0,368,1,75568.8,Low
14469.0,51,4,774580.2000000001,Top
14470.0,65,1,92814.5,Low
14471.0,226,2,148351.5,Medium
14472.0,324,1,98438.5,Low
14474.0,214,1,263155.10000000003,High
14475.0,43,1,83361.0,Low
14477.0,71,3,244200.0,Medium
14478.0,17,4,472364.2,High
14479.0,0,3,363658.2,High
14480.0,37,3,377573.9,High
14481.0,42,3,609826.6,High
14482.0,14,6,845046.7,Top
14483.0,371,1,44400.0,Low
14484.0,36,3,277152.2,High
14486.0,146,2,64935.0,Low
14487.0,3,2,83579.3,Low
14489.0,72,3,411273.5,High
14490.0,41,2,471183.9,High
14491.0,7,1,47064.0,Low
14492.0,65,7,711106.7000000001,Top
14493.0,25,5,1000709.3999999999,Top
14494.0,36,2,96902.99999999999,Low
14495.0,294,1,18870.0,Low
14496.0,8,6,787885.4,Top
14497.0,308,1,82025.3,Low
14498.0,36,5,719098.7,Top
14499.0,9,4,478539.50000000006,High
14505.0,39,11,2227270.5,Top
14506.0,4,3,464942.00000000006,High
14507.0,13,5,684078.2000000001,Top
14508.0,11,3,205301.9,Medium
14509.0,169,1,41051.5,Low
14510.0,10,3,362544.5,High
14512.0,18,5,348055.30000000005,High
14513.0,71,3,122995.40000000001,Medium
14514.0,71,6,1254240.8,Top
14515.0,22,6,609452.9,High
14516.0,151,1,55932.899999999994,Low
14519.0,318,2,75161.79999999999,Low
14521.0,126,1,73796.5,Low
